asset,vidya_length,total_return,sharpe_ratio,sortino_ratio,omega_ratio,calmar_ratio,max_drawdown,win_rate,profit_factor,volatility,num_trades
uni,5,-0.045989817431461466,-6.784042226869269,-5.0,0.0,-21.246353597477917,0.045989817431461466,0.0,0.0,0.1440315213785466,2
xmr,5,-0.021441449276120905,-1.041661310828272,-1.8575881342619756,0.8225848191118348,-5.423013805666598,0.07205274489631609,0.3333333333333333,0.8225848191118348,0.37511523779086914,9
aave,5,-0.1507050605925092,-4.357734360869197,-3.5541926555222854,0.2960722795332332,-15.671057528814593,0.20113804278660966,0.2,0.2960722795332332,0.7233221620955852,5
uni,6,-0.045989817431461466,-6.784042226869269,-5.0,0.0,-21.246353597477917,0.045989817431461466,0.0,0.0,0.1440315213785466,2
xmr,6,-0.021441449276120905,-1.041661310828272,-1.8575881342619756,0.8225848191118348,-5.423013805666598,0.07205274489631609,0.3333333333333333,0.8225848191118348,0.37511523779086914,9
aave,6,-0.20113804278660963,-7.18773481701232,-5.0,0.0,-22.262310565668997,0.20113804278660963,0.0,0.0,0.6229775706927903,4
uni,7,-0.045989817431461466,-6.784042226869269,-5.0,0.0,-21.246353597477917,0.045989817431461466,0.0,0.0,0.1440315213785466,2
xmr,7,0.01606227105324942,0.9919118506975646,1.9685885242132042,1.1880166451732923,5.747066611580459,0.07205274489631609,0.4,1.1880166451732923,0.41746847179528235,10
aave,7,-0.20113804278660963,-7.18773481701232,-5.0,0.0,-22.262310565668997,0.20113804278660963,0.0,0.0,0.6229775706927903,4
uni,8,-0.045989817431461466,-6.784042226869269,-5.0,0.0,-21.246353597477917,0.045989817431461466,0.0,0.0,0.1440315213785466,2
xmr,8,0.01606227105324942,0.9919118506975646,1.9685885242132042,1.1880166451732923,5.747066611580459,0.07205274489631609,0.4,1.1880166451732923,0.41746847179528235,10
aave,8,-0.20113804278660963,-7.18773481701232,-5.0,0.0,-22.262310565668997,0.20113804278660963,0.0,0.0,0.6229775706927903,4
uni,9,-0.045989817431461466,-6.784042226869269,-5.0,0.0,-21.246353597477917,0.045989817431461466,0.0,0.0,0.1440315213785466,2
xmr,9,0.01606227105324942,0.9919118506975646,1.9685885242132042,1.1880166451732923,5.747066611580459,0.07205274489631609,0.4,1.1880166451732923,0.41746847179528235,10
aave,9,-0.18078085864879223,-6.3103224636207615,-3.872236446296693,0.0,-21.882616078652173,0.18078085864879223,0.0,0.0,0.6269026895197273,3
uni,10,-0.045989817431461466,-6.784042226869269,-5.0,0.0,-21.246353597477917,0.045989817431461466,0.0,0.0,0.1440315213785466,2
xmr,10,0.01606227105324942,0.9919118506975646,1.9685885242132042,1.1880166451732923,5.747066611580459,0.07205274489631609,0.4,1.1880166451732923,0.41746847179528235,10
aave,10,-0.18078085864879223,-6.3103224636207615,-3.872236446296693,0.0,-21.882616078652173,0.18078085864879223,0.0,0.0,0.6269026895197273,3
uni,11,-0.045989817431461466,-6.784042226869269,-5.0,0.0,-21.246353597477917,0.045989817431461466,0.0,0.0,0.1440315213785466,2
xmr,11,0.01606227105324942,0.9919118506975646,1.9685885242132042,1.1880166451732923,5.747066611580459,0.07205274489631609,0.4,1.1880166451732923,0.41746847179528235,10
aave,11,-0.18078085864879223,-6.3103224636207615,-3.872236446296693,0.0,-21.882616078652173,0.18078085864879223,0.0,0.0,0.6269026895197273,3
uni,12,-0.021948460784343204,-4.582575694955841,0.0,0.0,-21.0,0.021948460784343204,0.0,0.0,0.10058048293202256,1
xmr,12,0.01606227105324942,0.9919118506975646,1.9685885242132042,1.1880166451732923,5.747066611580459,0.07205274489631609,0.4,1.1880166451732923,0.41746847179528235,10
aave,12,-0.18078085864879223,-6.3103224636207615,-3.872236446296693,0.0,-21.882616078652173,0.18078085864879223,0.0,0.0,0.6269026895197273,3
uni,13,-0.021948460784343204,-4.582575694955841,0.0,0.0,-21.0,0.021948460784343204,0.0,0.0,0.10058048293202256,1
xmr,13,0.01606227105324942,0.9919118506975646,1.9685885242132042,1.1880166451732923,5.747066611580459,0.07205274489631609,0.4,1.1880166451732923,0.41746847179528235,10
aave,13,-0.18078085864879223,-6.3103224636207615,-3.872236446296693,0.0,-21.882616078652173,0.18078085864879223,0.0,0.0,0.6269026895197273,3
uni,14,-0.021948460784343204,-4.582575694955841,0.0,0.0,-21.0,0.021948460784343204,0.0,0.0,0.10058048293202256,1
xmr,14,0.01606227105324942,0.9919118506975646,1.9685885242132042,1.1880166451732923,5.747066611580459,0.07205274489631609,0.4,1.1880166451732923,0.41746847179528235,10
aave,14,-0.050707707460966644,-6.740045316968207,-5.0,0.0,-21.26921870199136,0.050707707460966644,0.0,0.0,0.16001573715665063,2
uni,15,-0.021948460784343204,-4.582575694955841,0.0,0.0,-21.0,0.021948460784343204,0.0,0.0,0.10058048293202256,1
xmr,15,0.01606227105324942,0.9919118506975646,1.9685885242132042,1.1880166451732923,5.747066611580459,0.07205274489631609,0.4,1.1880166451732923,0.41746847179528235,10
aave,15,-0.050707707460966644,-6.740045316968207,-5.0,0.0,-21.26921870199136,0.050707707460966644,0.0,0.0,0.16001573715665063,2
uni,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
xmr,16,0.052835254862966696,2.6315857934842892,5.0,1.5331026751209897,16.295241210735497,0.07205274489631609,0.45454545454545453,1.5331026751209897,0.44616324532839946,11
aave,16,-0.02262346017138961,-4.582575694955841,0.0,0.0,-21.0,0.02262346017138961,0.0,0.0,0.1036737187172115,1
uni,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
xmr,17,0.052835254862966696,2.6315857934842892,5.0,1.5331026751209897,16.295241210735497,0.07205274489631609,0.45454545454545453,1.5331026751209897,0.44616324532839946,11
aave,17,-0.02262346017138961,-4.582575694955841,0.0,0.0,-21.0,0.02262346017138961,0.0,0.0,0.1036737187172115,1
uni,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
xmr,18,0.052835254862966696,2.6315857934842892,5.0,1.5331026751209897,16.295241210735497,0.07205274489631609,0.45454545454545453,1.5331026751209897,0.44616324532839946,11
aave,18,-0.02262346017138961,-4.582575694955841,0.0,0.0,-21.0,0.02262346017138961,0.0,0.0,0.1036737187172115,1
uni,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
xmr,19,0.052835254862966696,2.6315857934842892,5.0,1.5331026751209897,16.295241210735497,0.07205274489631609,0.45454545454545453,1.5331026751209897,0.44616324532839946,11
aave,19,-0.02262346017138961,-4.582575694955841,0.0,0.0,-21.0,0.02262346017138961,0.0,0.0,0.1036737187172115,1
uni,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
xmr,20,0.052835254862966696,2.6315857934842892,5.0,1.5331026751209897,16.295241210735497,0.07205274489631609,0.45454545454545453,1.5331026751209897,0.44616324532839946,11
aave,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
uni,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
xmr,21,0.052835254862966696,2.6315857934842892,5.0,1.5331026751209897,16.295241210735497,0.07205274489631609,0.45454545454545453,1.5331026751209897,0.44616324532839946,11
aave,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
uni,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
xmr,22,0.052835254862966696,2.6315857934842892,5.0,1.5331026751209897,16.295241210735497,0.07205274489631609,0.45454545454545453,1.5331026751209897,0.44616324532839946,11
aave,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
uni,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
xmr,23,0.052835254862966696,2.6315857934842892,5.0,1.5331026751209897,16.295241210735497,0.07205274489631609,0.45454545454545453,1.5331026751209897,0.44616324532839946,11
aave,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
uni,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
xmr,24,0.052835254862966696,2.6315857934842892,5.0,1.5331026751209897,16.295241210735497,0.07205274489631609,0.45454545454545453,1.5331026751209897,0.44616324532839946,11
aave,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
uni,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
xmr,25,0.052835254862966696,2.6315857934842892,5.0,1.5331026751209897,16.295241210735497,0.07205274489631609,0.45454545454545453,1.5331026751209897,0.44616324532839946,11
aave,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
uni,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
xmr,26,0.052835254862966696,2.6315857934842892,5.0,1.5331026751209897,16.295241210735497,0.07205274489631609,0.45454545454545453,1.5331026751209897,0.44616324532839946,11
aave,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
uni,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
xmr,27,0.052835254862966696,2.6315857934842892,5.0,1.5331026751209897,16.295241210735497,0.07205274489631609,0.45454545454545453,1.5331026751209897,0.44616324532839946,11
aave,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
uni,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
xmr,28,0.052835254862966696,2.6315857934842892,5.0,1.5331026751209897,16.295241210735497,0.07205274489631609,0.45454545454545453,1.5331026751209897,0.44616324532839946,11
aave,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
uni,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
xmr,29,0.052835254862966696,2.6315857934842892,5.0,1.5331026751209897,16.295241210735497,0.07205274489631609,0.45454545454545453,1.5331026751209897,0.44616324532839946,11
aave,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
uni,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
xmr,30,0.052835254862966696,2.6315857934842892,5.0,1.5331026751209897,16.295241210735497,0.07205274489631609,0.45454545454545453,1.5331026751209897,0.44616324532839946,11
aave,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
uni,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
xmr,31,0.052835254862966696,2.6315857934842892,5.0,1.5331026751209897,16.295241210735497,0.07205274489631609,0.45454545454545453,1.5331026751209897,0.44616324532839946,11
aave,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
uni,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
xmr,32,0.052835254862966696,2.6315857934842892,5.0,1.5331026751209897,16.295241210735497,0.07205274489631609,0.45454545454545453,1.5331026751209897,0.44616324532839946,11
aave,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
uni,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
xmr,33,0.052835254862966696,2.6315857934842892,5.0,1.5331026751209897,16.295241210735497,0.07205274489631609,0.45454545454545453,1.5331026751209897,0.44616324532839946,11
aave,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
uni,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
xmr,34,0.052835254862966696,2.6315857934842892,5.0,1.5331026751209897,16.295241210735497,0.07205274489631609,0.45454545454545453,1.5331026751209897,0.44616324532839946,11
aave,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
uni,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
xmr,35,0.052835254862966696,2.6315857934842892,5.0,1.5331026751209897,16.295241210735497,0.07205274489631609,0.45454545454545453,1.5331026751209897,0.44616324532839946,11
aave,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
uni,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
xmr,36,0.052835254862966696,2.6315857934842892,5.0,1.5331026751209897,16.295241210735497,0.07205274489631609,0.45454545454545453,1.5331026751209897,0.44616324532839946,11
aave,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
uni,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
xmr,37,0.052835254862966696,2.6315857934842892,5.0,1.5331026751209897,16.295241210735497,0.07205274489631609,0.45454545454545453,1.5331026751209897,0.44616324532839946,11
aave,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
uni,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
xmr,38,0.052835254862966696,2.6315857934842892,5.0,1.5331026751209897,16.295241210735497,0.07205274489631609,0.45454545454545453,1.5331026751209897,0.44616324532839946,11
aave,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
uni,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
xmr,39,0.052835254862966696,2.6315857934842892,5.0,1.5331026751209897,16.295241210735497,0.07205274489631609,0.45454545454545453,1.5331026751209897,0.44616324532839946,11
aave,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
uni,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
xmr,40,0.052835254862966696,2.6315857934842892,5.0,1.5331026751209897,16.295241210735497,0.07205274489631609,0.45454545454545453,1.5331026751209897,0.44616324532839946,11
aave,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
uni,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
xmr,41,0.052835254862966696,2.6315857934842892,5.0,1.5331026751209897,16.295241210735497,0.07205274489631609,0.45454545454545453,1.5331026751209897,0.44616324532839946,11
aave,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
uni,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
xmr,42,0.052835254862966696,2.6315857934842892,5.0,1.5331026751209897,16.295241210735497,0.07205274489631609,0.45454545454545453,1.5331026751209897,0.44616324532839946,11
aave,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
uni,43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
xmr,43,0.052835254862966696,2.6315857934842892,5.0,1.5331026751209897,16.295241210735497,0.07205274489631609,0.45454545454545453,1.5331026751209897,0.44616324532839946,11
aave,43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
uni,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
xmr,44,0.052835254862966696,2.6315857934842892,5.0,1.5331026751209897,16.295241210735497,0.07205274489631609,0.45454545454545453,1.5331026751209897,0.44616324532839946,11
aave,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
uni,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
xmr,45,0.052835254862966696,2.6315857934842892,5.0,1.5331026751209897,16.295241210735497,0.07205274489631609,0.45454545454545453,1.5331026751209897,0.44616324532839946,11
aave,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
uni,46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
xmr,46,0.052835254862966696,2.6315857934842892,5.0,1.5331026751209897,16.295241210735497,0.07205274489631609,0.45454545454545453,1.5331026751209897,0.44616324532839946,11
aave,46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
uni,47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
xmr,47,0.052835254862966696,2.6315857934842892,5.0,1.5331026751209897,16.295241210735497,0.07205274489631609,0.45454545454545453,1.5331026751209897,0.44616324532839946,11
aave,47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
uni,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
xmr,48,0.052835254862966696,2.6315857934842892,5.0,1.5331026751209897,16.295241210735497,0.07205274489631609,0.45454545454545453,1.5331026751209897,0.44616324532839946,11
aave,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
uni,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
xmr,49,0.052835254862966696,2.6315857934842892,5.0,1.5331026751209897,16.295241210735497,0.07205274489631609,0.45454545454545453,1.5331026751209897,0.44616324532839946,11
aave,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
uni,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
xmr,50,0.052835254862966696,2.6315857934842892,5.0,1.5331026751209897,16.295241210735497,0.07205274489631609,0.45454545454545453,1.5331026751209897,0.44616324532839946,11
aave,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
uni,51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
xmr,51,0.052835254862966696,2.6315857934842892,5.0,1.5331026751209897,16.295241210735497,0.07205274489631609,0.45454545454545453,1.5331026751209897,0.44616324532839946,11
aave,51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
uni,52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
xmr,52,0.052835254862966696,2.6315857934842892,5.0,1.5331026751209897,16.295241210735497,0.07205274489631609,0.45454545454545453,1.5331026751209897,0.44616324532839946,11
aave,52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
uni,53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
xmr,53,0.052835254862966696,2.6315857934842892,5.0,1.5331026751209897,16.295241210735497,0.07205274489631609,0.45454545454545453,1.5331026751209897,0.44616324532839946,11
aave,53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
uni,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
xmr,54,0.052835254862966696,2.6315857934842892,5.0,1.5331026751209897,16.295241210735497,0.07205274489631609,0.45454545454545453,1.5331026751209897,0.44616324532839946,11
aave,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
uni,55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
xmr,55,0.052835254862966696,2.6315857934842892,5.0,1.5331026751209897,16.295241210735497,0.07205274489631609,0.45454545454545453,1.5331026751209897,0.44616324532839946,11
aave,55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
uni,56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
xmr,56,0.052835254862966696,2.6315857934842892,5.0,1.5331026751209897,16.295241210735497,0.07205274489631609,0.45454545454545453,1.5331026751209897,0.44616324532839946,11
aave,56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
uni,57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
xmr,57,0.052835254862966696,2.6315857934842892,5.0,1.5331026751209897,16.295241210735497,0.07205274489631609,0.45454545454545453,1.5331026751209897,0.44616324532839946,11
aave,57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
uni,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
xmr,58,0.052835254862966696,2.6315857934842892,5.0,1.5331026751209897,16.295241210735497,0.07205274489631609,0.45454545454545453,1.5331026751209897,0.44616324532839946,11
aave,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
uni,59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
xmr,59,0.052835254862966696,2.6315857934842892,5.0,1.5331026751209897,16.295241210735497,0.07205274489631609,0.45454545454545453,1.5331026751209897,0.44616324532839946,11
aave,59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
uni,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
xmr,60,0.052835254862966696,2.6315857934842892,5.0,1.5331026751209897,16.295241210735497,0.07205274489631609,0.45454545454545453,1.5331026751209897,0.44616324532839946,11
aave,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
uni,61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
xmr,61,0.052835254862966696,2.6315857934842892,5.0,1.5331026751209897,16.295241210735497,0.07205274489631609,0.45454545454545453,1.5331026751209897,0.44616324532839946,11
aave,61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
uni,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
xmr,62,0.052835254862966696,2.6315857934842892,5.0,1.5331026751209897,16.295241210735497,0.07205274489631609,0.45454545454545453,1.5331026751209897,0.44616324532839946,11
aave,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
uni,63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
xmr,63,0.052835254862966696,2.6315857934842892,5.0,1.5331026751209897,16.295241210735497,0.07205274489631609,0.45454545454545453,1.5331026751209897,0.44616324532839946,11
aave,63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
uni,64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
xmr,64,0.052835254862966696,2.6315857934842892,5.0,1.5331026751209897,16.295241210735497,0.07205274489631609,0.45454545454545453,1.5331026751209897,0.44616324532839946,11
aave,64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
uni,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
xmr,65,0.052835254862966696,2.6315857934842892,5.0,1.5331026751209897,16.295241210735497,0.07205274489631609,0.45454545454545453,1.5331026751209897,0.44616324532839946,11
aave,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
uni,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
xmr,66,0.052835254862966696,2.6315857934842892,5.0,1.5331026751209897,16.295241210735497,0.07205274489631609,0.45454545454545453,1.5331026751209897,0.44616324532839946,11
aave,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
uni,67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
xmr,67,0.052835254862966696,2.6315857934842892,5.0,1.5331026751209897,16.295241210735497,0.07205274489631609,0.45454545454545453,1.5331026751209897,0.44616324532839946,11
aave,67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
uni,68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
xmr,68,0.052835254862966696,2.6315857934842892,5.0,1.5331026751209897,16.295241210735497,0.07205274489631609,0.45454545454545453,1.5331026751209897,0.44616324532839946,11
aave,68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
uni,69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
xmr,69,0.052835254862966696,2.6315857934842892,5.0,1.5331026751209897,16.295241210735497,0.07205274489631609,0.45454545454545453,1.5331026751209897,0.44616324532839946,11
aave,69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
uni,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
xmr,70,0.052835254862966696,2.6315857934842892,5.0,1.5331026751209897,16.295241210735497,0.07205274489631609,0.45454545454545453,1.5331026751209897,0.44616324532839946,11
aave,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
uni,71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
xmr,71,0.052835254862966696,2.6315857934842892,5.0,1.5331026751209897,16.295241210735497,0.07205274489631609,0.45454545454545453,1.5331026751209897,0.44616324532839946,11
aave,71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
uni,72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
xmr,72,0.052835254862966696,2.6315857934842892,5.0,1.5331026751209897,16.295241210735497,0.07205274489631609,0.45454545454545453,1.5331026751209897,0.44616324532839946,11
aave,72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
uni,73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
xmr,73,0.052835254862966696,2.6315857934842892,5.0,1.5331026751209897,16.295241210735497,0.07205274489631609,0.45454545454545453,1.5331026751209897,0.44616324532839946,11
aave,73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
